ID,年龄,教育,工龄,地址,收入,负债率,信用卡负债,其他负债,违约
ID_418,43,未完成高中,4,2,29,4.6,0.05336,1.28064,否
ID_419,32,高中,11,4,57,23.8,5.439966,8.126034,是
ID_420,47,未完成高中,19,7,50,30.1,3.17555,11.87445,否
ID_421,46,未完成高中,1,15,21,14.8,1.376844,1.731156,是
ID_422,43,高中,16,10,83,4.1,0.258628,3.144372,否
ID_423,48,未完成高中,3,7,24,7,0.7644,0.9156,否
ID_424,30,大专,8,7,61,2.8,0.549976,1.158024,否
ID_425,23,大学,0,4,32,18.4,0.818432,5.069568,是
ID_426,36,大学,8,0,32,1.6,0.024576,0.487424,否
ID_427,20,大专,0,1,17,2.3,0.043792,0.347208,否
ID_428,43,未完成高中,16,7,89,0.4,0.159488,0.196512,否
ID_429,23,未完成高中,2,1,25,4.5,0.12375,1.00125,是
ID_430,41,未完成高中,21,2,76,20.5,6.94868,8.63132,否
ID_431,34,未完成高中,12,5,68,25.1,7.817144,9.250856,是
ID_432,50,未完成高中,11,5,36,4.8,0.834624,0.893376,否
ID_433,40,未完成高中,9,4,64,6.6,0.789888,3.434112,否
ID_434,29,高中,0,8,22,12.9,1.038708,1.799292,是
ID_435,39,高中,9,16,56,18.7,4.76476,5.70724,否
ID_436,24,高中,1,2,42,5.7,0.8379,1.5561,否
ID_437,27,未完成高中,0,5,16,1.1,0.130416,0.045584,否
ID_438,40,大专,18,14,157,6.6,3.326202,7.035798,否
ID_439,32,高中,8,2,45,3.7,0.98235,0.68265,否
ID_440,39,高中,16,12,53,3.7,0.694194,1.266806,否
ID_441,40,未完成高中,22,1,100,14.6,5.402,9.198,否
ID_442,32,未完成高中,10,11,42,9.1,1.540266,2.281734,否
ID_443,39,未完成高中,23,1,75,18.9,3.132675,11.042325,否
ID_444,24,未完成高中,3,3,21,28.9,2.682498,3.386502,是
ID_445,43,大学,18,14,446,6.5,16.03147,12.95853,是
ID_446,56,未完成高中,11,20,59,15,4.6728,4.1772,否
ID_447,32,大专,5,9,23,4.5,0.326025,0.708975,否
ID_448,42,未完成高中,7,12,25,10.2,1.62945,0.92055,否
ID_449,46,大专,3,13,43,13.2,3.042336,2.633664,是
ID_450,31,未完成高中,2,2,22,16.4,1.739056,1.868944,是
ID_451,43,未完成高中,25,16,242,2.6,1.63592,4.65608,否
ID_452,28,高中,6,9,22,11.5,0.65021,1.87979,否
ID_453,39,大专,11,17,39,12.9,2.560779,2.470221,否
ID_454,39,未完成高中,0,8,39,7.9,1.066026,2.014974,否
ID_455,37,大学,1,14,33,16.1,2.693691,2.619309,是
ID_456,30,未完成高中,0,11,17,12,0.30396,1.73604,否
ID_457,37,研究生,9,16,177,5.9,0.887655,9.555345,否
ID_458,22,未完成高中,4,3,14,17.5,0.2254,2.2246,否
ID_459,50,未完成高中,1,26,26,14.3,1.851564,1.866436,否
ID_460,30,未完成高中,10,2,19,4.4,0.336072,0.499928,否
ID_461,39,未完成高中,8,0,21,4,0.27636,0.56364,否
ID_462,21,高中,0,2,21,12.5,0.48825,2.13675,是
ID_463,31,大专,9,2,28,2.6,0.121576,0.606424,否
ID_464,31,高中,9,1,30,5.8,0.60204,1.13796,否
ID_465,48,未完成高中,0,23,30,22.3,2.66262,4.02738,否
ID_466,28,未完成高中,4,1,16,23.8,1.08528,2.72272,否
ID_467,47,大专,16,26,221,17.6,15.791776,23.104224,是
ID_468,27,高中,6,1,34,4.4,0.237864,1.258136,否
ID_469,29,高中,6,10,65,18.4,1.98536,9.97464,否
ID_470,21,高中,2,0,20,4.5,0.2907,0.6093,是
ID_471,29,未完成高中,7,5,20,19.8,1.00584,2.95416,是
ID_472,24,大学,0,3,29,6.6,0.589512,1.324488,是
ID_473,44,未完成高中,12,3,31,9.7,0.357833,2.649167,否
ID_474,22,未完成高中,1,0,18,4.4,0.270072,0.521928,否
ID_475,38,高中,13,0,59,2.4,0.407808,1.008192,否
ID_476,52,高中,12,16,76,7.7,0.99484,4.85716,否
ID_477,25,未完成高中,3,2,18,16.3,0.35208,2.58192,是
ID_478,25,未完成高中,5,5,22,10.9,0.402864,1.995136,否
ID_479,51,高中,27,21,166,11.5,0.82087,18.26913,否
ID_480,38,未完成高中,21,16,58,16.5,4.58403,4.98597,否
ID_481,44,未完成高中,9,20,33,5.2,0.545688,1.170312,否
ID_482,24,高中,2,3,26,9.7,0.887744,1.634256,是
ID_483,34,未完成高中,5,3,33,7.3,0.778107,1.630893,否
ID_484,25,高中,6,2,26,4.5,0.0702,1.0998,否
ID_485,45,大专,5,17,94,10.5,3.61242,6.25758,是
ID_486,34,高中,4,10,25,5.8,0.56985,0.88015,否
ID_487,27,大学,2,8,23,5.7,0.319884,0.991116,是
ID_488,33,高中,10,13,57,20.9,6.111369,5.801631,是
ID_489,35,高中,0,16,22,15,1.9701,1.3299,是
ID_490,50,高中,15,31,60,1.1,0.46794,0.19206,否
ID_491,33,未完成高中,13,13,42,3.6,0.228312,1.283688,否
ID_492,41,大专,13,13,91,25.2,2.316132,20.615868,是
ID_493,28,未完成高中,0,2,28,33.3,2.28438,7.03962,是
ID_494,38,大专,12,14,63,16,5.71536,4.36464,是
ID_495,25,未完成高中,3,2,16,17.8,1.01104,1.83696,是
ID_496,47,高中,4,9,33,7.1,1.19493,1.14807,是
ID_497,30,高中,12,9,98,7.2,2.935296,4.120704,否
ID_498,44,高中,12,5,86,13,1.47576,9.70424,否
ID_499,25,未完成高中,0,2,18,18.9,0.513702,2.888298,是
ID_500,41,高中,6,0,36,19.5,4.51386,2.50614,是
ID_501,22,大专,0,1,18,7.7,0.47817,0.90783,否
ID_502,35,高中,3,11,40,17.2,1.80256,5.07744,是
ID_503,42,研究生,6,23,190,7.8,3.15666,11.66334,否
ID_504,38,未完成高中,3,19,23,14.7,0.831726,2.549274,否
ID_505,23,高中,1,3,18,18.7,0.885258,2.480742,是
ID_506,28,大专,2,5,30,19.9,1.52235,4.44765,否
ID_507,52,未完成高中,19,25,89,4.7,0.397385,3.785615,否
ID_508,25,未完成高中,9,2,20,3.5,0.105,0.595,否
ID_509,28,高中,1,4,16,14.7,0.573888,1.778112,否
ID_510,43,未完成高中,19,11,79,7.5,0.7821,5.1429,否
ID_511,24,高中,3,1,24,19.1,2.172816,2.411184,否
ID_512,34,大专,13,7,52,9.2,1.497392,3.286608,否
ID_513,29,高中,6,9,25,4.2,0.58485,0.46515,否
ID_514,31,未完成高中,6,9,21,8.3,0.728574,1.014426,否
ID_515,42,高中,14,1,48,8.6,1.201248,2.926752,是
ID_516,49,高中,11,1,51,15,0.54315,7.10685,否
ID_517,39,未完成高中,22,9,73,14.3,3.726723,6.712277,否
ID_518,45,大专,0,19,22,4.2,0.030492,0.893508,否
ID_519,41,未完成高中,7,22,32,2.9,0.072384,0.855616,否
ID_520,29,高中,9,0,46,1.6,0.241408,0.494592,否
ID_521,35,大专,7,5,38,15.1,1.382858,4.355142,否
ID_522,27,高中,5,6,25,6.8,0.7055,0.9945,否
ID_523,28,未完成高中,4,7,19,4.1,0.286672,0.492328,否
ID_524,48,未完成高中,17,22,66,3.2,1.46784,0.64416,否
ID_525,24,未完成高中,2,5,18,6,0.52812,0.55188,否
ID_526,31,未完成高中,6,12,33,4.2,0.14553,1.24047,否
ID_527,43,未完成高中,10,9,69,6.4,0.410688,4.005312,否
ID_528,42,未完成高中,3,10,24,10.6,0.666528,1.877472,否
ID_529,51,高中,31,14,249,7.8,4.27284,15.14916,否
ID_530,22,未完成高中,4,3,19,23.1,1.88727,2.50173,是
ID_531,37,未完成高中,6,10,31,11.7,1.701063,1.925937,是
ID_532,22,大专,1,3,25,13.8,1.97685,1.47315,是
ID_533,49,高中,2,13,20,16.9,0.37856,3.00144,是
ID_534,29,未完成高中,9,8,30,8.2,0.15498,2.30502,否
ID_535,42,未完成高中,2,16,30,9.7,1.47246,1.43754,否
ID_536,34,未完成高中,15,0,67,13.2,3.741012,5.102988,否
ID_537,34,高中,9,7,27,1.7,0.295137,0.163863,否
ID_538,32,高中,5,5,43,15,1.806,4.644,是
ID_539,42,高中,18,23,66,9.6,1.641024,4.694976,否
ID_540,24,未完成高中,3,0,14,16.1,0.838488,1.415512,是
ID_541,34,未完成高中,16,9,48,7.6,1.473792,2.174208,否
ID_542,26,未完成高中,10,2,32,4.7,0.126336,1.377664,否
ID_543,30,高中,12,9,68,20.1,2.856612,10.811388,否
ID_544,32,未完成高中,4,3,16,28.5,0.89376,3.66624,是
ID_545,38,大专,13,18,25,5.7,0.343425,1.081575,否
ID_546,43,高中,10,24,37,8.5,0.676175,2.468825,否
ID_547,31,高中,9,8,53,13.5,1.194885,5.960115,否
ID_548,37,大学,10,18,123,17.3,3.021618,18.257382,否
ID_549,37,高中,4,11,20,21.7,0.1736,4.1664,是
ID_550,41,大专,12,11,86,26.5,4.99101,17.79899,是
ID_551,32,未完成高中,0,4,20,3,0.2634,0.3366,是
ID_552,22,高中,0,1,35,9,0.7812,2.3688,是
ID_553,32,高中,12,3,63,18.2,5.549544,5.916456,否
ID_554,47,高中,17,23,41,9.5,0.455715,3.439285,否
ID_555,40,未完成高中,21,21,46,6.2,0.966828,1.885172,否
ID_556,31,未完成高中,8,1,22,6.7,0.369974,1.104026,否
ID_557,34,大专,7,0,27,2.2,0.125334,0.468666,否
ID_558,52,大学,13,17,234,7.7,7.38738,10.63062,否
ID_559,28,未完成高中,2,2,17,2.5,0.199325,0.225675,是
ID_560,38,大专,15,18,63,13.4,5.090526,3.351474,否
ID_561,33,高中,10,4,26,3.1,0.030628,0.775372,否
ID_562,39,高中,9,12,32,6.6,1.429824,0.682176,否
ID_563,47,大专,23,11,115,4,0.6532,3.9468,否
ID_564,36,高中,11,8,49,1.3,0.272636,0.364364,否
ID_565,29,大专,7,2,84,13.6,6.91152,4.51248,是
ID_566,48,大学,14,10,59,16.5,4.935645,4.799355,是
ID_567,38,大专,12,18,64,5.8,0.894592,2.817408,否
ID_568,46,高中,9,26,15,4.3,0.014835,0.630165,否
ID_569,27,大专,5,4,42,19.9,2.707992,5.650008,是
ID_570,54,未完成高中,18,34,114,8.5,3.2946,6.3954,否
ID_571,27,大学,0,0,25,12.7,1.419225,1.755775,是
ID_572,23,未完成高中,1,0,17,1.6,0.011696,0.260304,否
ID_573,41,未完成高中,23,2,91,13.7,0.573482,11.893518,否
ID_574,24,未完成高中,3,5,15,11.3,0.072885,1.622115,是
ID_575,28,未完成高中,9,0,22,27.7,5.283498,0.810502,是
ID_576,26,未完成高中,0,0,14,10.5,0.25578,1.21422,否
ID_577,24,未完成高中,8,0,17,5.6,0.569296,0.382704,是
ID_578,49,高中,22,4,79,7.3,0.28835,5.47865,否
ID_579,28,高中,3,1,36,8.6,0.383904,2.712096,否
ID_580,38,未完成高中,6,17,18,13,0.13104,2.20896,否
ID_581,33,高中,2,9,37,4.5,0.834165,0.830835,否
ID_582,26,未完成高中,8,4,25,4.7,0.210325,0.964675,否
ID_583,36,未完成高中,9,1,40,9.8,1.97568,1.94432,否
ID_584,37,大专,16,14,50,36.6,7.32,10.98,是
ID_585,25,大学,0,1,18,33.4,2.801592,3.210408,是
ID_586,29,未完成高中,9,2,33,4.8,0.693792,0.890208,否
ID_587,27,高中,8,4,38,6.9,0.364458,2.257542,否
ID_588,45,未完成高中,17,0,62,15,2.4366,6.8634,否
ID_589,37,未完成高中,9,8,57,5.5,1.357455,1.777545,否
ID_590,29,高中,3,6,26,6.1,0.537654,1.048346,是
ID_591,51,未完成高中,10,1,44,13.2,4.960032,0.847968,是
ID_592,22,大专,0,0,23,8.4,0.372876,1.559124,是
ID_593,30,大学,7,10,30,15.7,0.26376,4.44624,否
ID_594,31,未完成高中,7,2,20,12.3,0.1107,2.3493,否
ID_595,28,未完成高中,2,0,18,14.8,1.939392,0.724608,是
ID_596,35,未完成高中,10,16,39,5.7,0.217854,2.005146,否
ID_597,25,大学,1,1,34,8.5,0.13294,2.75706,是
ID_598,32,高中,5,0,28,14.8,2.594144,1.549856,是
ID_599,33,未完成高中,2,10,24,9.6,1.041408,1.262592,否
ID_600,28,高中,3,4,41,25.1,5.896743,4.394257,是
ID_601,46,大专,4,17,73,5.4,2.223288,1.718712,否
ID_602,41,未完成高中,24,12,83,14,6.58854,5.03146,否
ID_603,42,高中,11,5,73,6.8,2.869192,2.094808,否
ID_604,41,大学,9,13,47,5,0.4371,1.9129,否
ID_605,26,未完成高中,3,5,29,25.7,2.526567,4.926433,是
ID_606,47,未完成高中,27,8,113,9.2,2.380684,8.015316,否
ID_607,29,未完成高中,1,3,18,25.6,1.98144,2.62656,是
ID_608,34,未完成高中,3,14,36,4.7,0.624348,1.067652,否
ID_609,36,未完成高中,7,2,43,6.2,1.03974,1.62626,否
ID_610,38,高中,7,4,64,3,0.65088,1.26912,否
ID_611,41,高中,4,14,26,19.2,1.47264,3.51936,是
ID_612,46,未完成高中,9,23,31,13.8,1.617084,2.660916,否
ID_613,40,大专,3,15,55,16.5,1.751475,7.323525,是
ID_614,44,高中,17,0,129,2.5,0.551475,2.673525,否
ID_615,35,大专,10,15,39,10.4,1.60212,2.45388,否
ID_616,36,未完成高中,20,15,60,5.4,1.05624,2.18376,否
ID_617,28,高中,0,3,30,4.8,0.12096,1.31904,是
ID_618,29,高中,6,7,18,5.1,0.44982,0.46818,是
ID_619,23,高中,3,3,22,11.4,1.274064,1.233936,是
ID_620,41,高中,7,17,63,15.4,4.637556,5.064444,否
ID_621,25,未完成高中,1,1,19,6.9,0.190095,1.120905,否
ID_622,45,高中,2,19,29,5.4,0.443178,1.122822,否
ID_623,48,高中,30,14,148,7.2,3.974688,6.681312,否
ID_624,38,未完成高中,18,7,45,7,0.5355,2.6145,否
ID_625,29,未完成高中,6,4,46,5.4,1.169964,1.314036,否
ID_626,42,大学,15,8,186,3.6,2.403864,4.292136,否
ID_627,31,未完成高中,11,12,47,10.9,2.863757,2.259243,否
ID_628,40,未完成高中,3,13,23,6.9,0.409446,1.177554,否
ID_629,26,未完成高中,2,6,21,19.8,1.022868,3.135132,否
ID_630,25,未完成高中,6,6,22,20.2,2.261996,2.182004,否
ID_631,53,大学,7,11,61,7.9,1.874591,2.944409,否
ID_632,50,大专,18,27,102,14.1,5.781564,8.600436,否
ID_633,47,未完成高中,31,9,136,23.1,14.231448,17.184552,是
ID_634,23,未完成高中,1,0,21,8.4,1.210104,0.553896,是
ID_635,37,大专,12,8,83,4.1,0.319882,3.083118,否
ID_636,41,未完成高中,24,15,100,11.5,5.06,6.44,否
ID_637,28,高中,0,7,29,13.3,2.148349,1.708651,是
ID_638,31,未完成高中,7,11,41,30.7,2.995706,9.591294,是
ID_639,41,高中,6,1,19,6.3,0.124488,1.072512,否
ID_640,36,未完成高中,7,17,40,9.9,1.69488,2.26512,否
ID_641,41,未完成高中,1,16,19,4.4,0.241604,0.594396,否
ID_642,53,高中,16,31,44,5.6,1.333024,1.130976,否
ID_643,31,高中,6,5,25,11.5,2.331625,0.543375,否
ID_644,28,高中,5,6,25,2.9,0.338575,0.386425,否
ID_645,48,未完成高中,28,25,70,12,4.3344,4.0656,否
ID_646,23,高中,0,1,42,3.9,1.018836,0.619164,是
ID_647,31,未完成高中,11,6,34,6.8,0.298248,2.013752,否
ID_648,27,未完成高中,6,6,43,4.9,0.882833,1.224167,否
ID_649,43,未完成高中,11,17,37,1.3,0.179894,0.301106,否
ID_650,29,高中,5,7,28,18.7,2.125816,3.110184,否
ID_651,53,未完成高中,6,7,27,6.4,0.594432,1.133568,是
ID_652,38,未完成高中,4,9,19,13.6,1.245488,1.338512,否
ID_653,30,未完成高中,12,10,38,8.5,0.17119,3.05881,否
ID_654,28,大专,2,0,20,9.4,0.23312,1.64688,是
ID_655,36,未完成高中,11,2,33,32.5,1.26555,9.45945,否
ID_656,48,未完成高中,15,5,60,2.1,0.3213,0.9387,否
ID_657,31,未完成高中,12,9,24,6.6,0.441936,1.142064,否
ID_658,35,未完成高中,16,10,57,10.5,1.143135,4.841865,否
ID_659,50,未完成高中,4,4,23,12.5,0.140875,2.734125,否
ID_660,42,高中,12,9,55,15,2.53275,5.71725,否
ID_661,40,未完成高中,2,3,28,7.1,0.184884,1.803116,否
ID_662,37,高中,0,13,31,0.9,0.118017,0.160983,是
ID_663,31,大专,6,8,54,2.8,0.402192,1.109808,否
ID_664,38,未完成高中,11,13,35,8,1.2656,1.5344,否
ID_665,35,未完成高中,15,1,77,10.6,5.501188,2.660812,否
ID_666,44,未完成高中,24,10,101,5.6,2.992024,2.663976,否
ID_667,44,高中,21,14,113,13.2,3.192024,11.723976,否
ID_668,33,未完成高中,0,12,23,0.9,0.077418,0.129582,否
ID_669,35,未完成高中,7,14,29,4.9,0.264306,1.156694,否
ID_670,36,大专,10,4,43,13,0.96148,4.62852,否
ID_671,23,高中,3,4,24,6.3,0.55188,0.96012,否
ID_672,27,未完成高中,0,7,18,12.8,0.582912,1.721088,否
ID_673,34,未完成高中,6,1,20,1.2,0.04248,0.19752,否
ID_674,35,未完成高中,0,5,34,11.1,1.369962,2.404038,是
ID_675,24,高中,4,4,20,3.7,0.32412,0.41588,否
ID_676,48,未完成高中,30,8,101,6.4,1.87456,4.58944,否
ID_677,26,高中,8,1,40,11.8,0.44368,4.27632,否
ID_678,40,未完成高中,6,9,36,2.1,0.390852,0.365148,是
ID_679,34,未完成高中,9,8,48,9.3,0.419616,4.044384,否
ID_680,35,未完成高中,17,4,42,3,0.09324,1.16676,否
ID_681,30,未完成高中,7,2,33,25.4,1.165098,7.216902,是
ID_682,20,未完成高中,4,0,14,9.7,0.200984,1.157016,是
ID_683,36,大学,1,17,30,11.5,0.3243,3.1257,否
ID_684,21,未完成高中,1,1,16,6.3,0.14112,0.86688,否
ID_685,34,未完成高中,18,10,53,10.5,0.840315,4.724685,否
ID_686,35,未完成高中,7,5,39,16.1,1.701609,4.577391,是
ID_687,35,大专,1,4,20,7.9,0.8532,0.7268,否
ID_688,34,未完成高中,10,1,33,10.3,2.501664,0.897336,是
ID_689,33,未完成高中,12,12,68,10.8,1.365984,5.978016,否
ID_690,30,未完成高中,4,2,18,10.7,0.227268,1.698732,否
ID_691,24,高中,0,5,16,7.3,0.024528,1.143472,否
ID_692,47,未完成高中,31,8,253,7.2,9.308376,8.907624,否
ID_693,53,未完成高中,0,26,27,28.9,2.754459,5.048541,是
ID_694,22,大专,0,2,20,4.7,0.21902,0.72098,否
ID_695,48,高中,6,1,66,12.1,2.31594,5.67006,否
ID_696,36,高中,6,15,27,4.6,0.262062,0.979938,是
ID_697,29,高中,6,4,21,11.5,0.369495,2.045505,否
ID_698,33,未完成高中,15,3,32,7.6,0.491264,1.940736,否
ID_699,45,未完成高中,19,22,77,8.4,2.302608,4.165392,否
ID_700,37,未完成高中,12,14,44,14.7,2.994684,3.473316,否
ID_701,36,未完成高中,16,13,32,10.9,0.544128,2.943872, 
ID_702,50,未完成高中,6,27,21,12.9,1.316574,1.392426, 
ID_703,40,未完成高中,9,9,33,17,4.8807,0.7293, 
ID_704,31,未完成高中,5,7,23,2,0.046,0.414, 
ID_705,29,未完成高中,4,0,24,7.8,0.866736,1.005264, 
ID_706,25,高中,1,3,14,9.9,0.232848,1.153152, 
ID_707,34,未完成高中,4,3,28,9.4,1.058064,1.573936, 
ID_708,50,未完成高中,30,8,150,32.5,13.5525,35.1975, 
ID_709,27,未完成高中,5,5,26,1.2,0.130416,0.181584, 
ID_710,31,大学,7,12,97,6,1.82748,3.99252, 
ID_711,45,未完成高中,8,25,27,2.6,0.415584,0.286416, 
ID_712,35,未完成高中,10,8,28,1.3,0.109928,0.254072, 
ID_713,47,高中,27,7,107,6.1,1.638277,4.888723, 
ID_714,50,大专,25,7,94,5.3,1.733736,3.248264, 
ID_715,37,高中,15,11,108,11.8,5.250528,7.493472, 
ID_716,46,未完成高中,7,6,41,23.4,0.585234,9.008766, 
ID_717,26,大学,1,5,92,13,6.50624,5.45376, 
ID_718,33,未完成高中,16,12,46,8.1,2.399544,1.326456, 
ID_719,43,未完成高中,8,0,32,19,1.23424,4.84576, 
ID_720,49,高中,14,26,63,15.8,0.935676,9.018324, 
ID_721,44,未完成高中,2,15,22,9.6,1.091904,1.020096, 
ID_722,32,未完成高中,12,10,33,11.2,0.79464,2.90136, 
ID_723,38,未完成高中,5,4,20,1.5,0.0915,0.2085, 
ID_724,52,未完成高中,33,23,139,5.6,2.288496,5.495504, 
ID_725,35,未完成高中,10,3,24,21.3,1.083744,4.028256, 
ID_726,33,大学,4,12,22,5.5,0.56628,0.64372, 
ID_727,35,未完成高中,11,12,77,4.7,1.100176,2.518824, 
ID_728,34,高中,9,3,40,1.6,0.37376,0.26624, 
ID_729,39,未完成高中,19,16,53,3.7,0.190217,1.770783, 
ID_730,31,未完成高中,8,4,27,5.4,0.673596,0.784404, 
ID_731,37,未完成高中,5,11,27,9.4,0.41877,2.11923, 
ID_732,44,未完成高中,19,9,40,10.9,0.34444,4.01556, 
ID_733,30,未完成高中,1,1,27,12.3,1.275264,2.045736, 
ID_734,37,未完成高中,18,9,58,10.3,2.86752,3.10648, 
ID_735,35,未完成高中,11,9,40,2.9,0.57188,0.58812, 
ID_736,43,未完成高中,4,11,26,7.1,0.751322,1.094678, 
ID_737,26,未完成高中,0,5,17,5,0.14195,0.70805, 
ID_738,35,未完成高中,13,4,42,17.6,0.768768,6.623232, 
ID_739,24,未完成高中,4,0,19,11,1.18503,0.90497, 
ID_740,24,未完成高中,4,1,23,4.9,0.242305,0.884695, 
ID_741,26,大专,3,1,40,10.8,1.89648,2.42352, 
ID_742,34,未完成高中,10,12,48,5.1,0.264384,2.183616, 
ID_743,44,大学,18,23,78,1,0.56472,0.21528, 
ID_744,46,未完成高中,9,6,72,5,0.828,2.772, 
ID_745,40,未完成高中,17,5,55,11.4,2.12553,4.14447, 
ID_746,37,大学,2,1,29,15.4,2.782318,1.683682, 
ID_747,35,大专,5,13,30,10.6,1.5264,1.6536, 
ID_748,46,高中,18,18,55,4.4,0.41866,2.00134, 
ID_749,40,大专,5,18,28,10,1.2628,1.5372, 
ID_750,48,高中,21,14,86,1.2,0.145512,0.886488, 
ID_751,53,未完成高中,33,25,324,7,7.05348,15.62652, 
ID_752,45,大专,9,0,84,13.1,1.276464,9.727536, 
ID_753,32,大专,6,12,22,6.7,0.384714,1.089286, 
ID_754,43,未完成高中,15,21,62,9.4,0.693532,5.134468, 
ID_755,29,高中,3,9,32,9,1.07136,1.80864, 
ID_756,47,高中,7,24,49,0.9,0.253575,0.187425, 
ID_757,21,高中,1,0,17,10.5,0.555135,1.229865, 
ID_758,30,未完成高中,0,2,20,5.4,0.62208,0.45792, 
ID_759,25,大专,3,2,54,7.4,1.162836,2.833164, 
ID_760,27,未完成高中,6,2,52,13.8,1.90164,5.27436, 
ID_761,36,未完成高中,4,17,25,4,0.144,0.856, 
ID_762,35,未完成高中,12,3,30,15.4,1.89882,2.72118, 
ID_763,33,未完成高中,11,6,35,15.9,0.506415,5.058585, 
ID_764,21,大专,0,1,41,19.5,2.36652,5.62848, 
ID_765,44,未完成高中,18,0,61,10.8,2.806488,3.781512, 
ID_766,37,未完成高中,19,7,38,13.5,2.59065,2.53935, 
ID_767,27,未完成高中,5,7,26,6.8,0.54808,1.21992, 
ID_768,37,高中,11,11,47,9.6,1.597248,2.914752, 
ID_769,48,高中,9,22,44,5.9,2.133912,0.462088, 
ID_770,30,未完成高中,4,2,21,3.5,0.228585,0.506415, 
ID_771,22,大学,0,1,25,12.2,1.49145,1.55855, 
ID_772,39,高中,18,18,47,7.6,1.564536,2.007464, 
ID_773,26,未完成高中,5,6,18,15.5,0.57474,2.21526, 
ID_774,29,高中,9,8,30,21.7,3.6456,2.8644, 
ID_775,47,未完成高中,29,20,169,2.2,0.349492,3.368508, 
ID_776,33,高中,5,2,37,8.4,1.028748,2.079252, 
ID_777,23,高中,2,2,48,7.5,0.5112,3.0888, 
ID_778,25,高中,5,5,35,16.5,1.969275,3.805725, 
ID_779,34,未完成高中,4,6,23,5.6,0.616952,0.671048, 
ID_780,56,未完成高中,19,26,66,3.3,0.847242,1.330758, 
ID_781,32,未完成高中,7,10,23,9.8,0.861028,1.392972, 
ID_782,27,大专,0,4,50,14.7,1.0437,6.3063, 
ID_783,41,高中,6,7,36,13.9,1.486188,3.517812, 
ID_784,30,未完成高中,8,11,27,20.3,3.743523,1.737477, 
ID_785,38,大学,13,2,126,13.7,7.612542,9.649458, 
ID_786,31,未完成高中,6,1,45,7.3,0.58473,2.70027, 
ID_787,37,大专,16,8,75,0.1,0.02205,0.05295, 
ID_788,30,高中,2,2,26,3.8,0.248976,0.739024, 
ID_789,44,高中,8,18,43,5,0.5547,1.5953, 
ID_790,25,高中,5,3,42,15.5,3.36567,3.14433, 
ID_791,33,高中,10,2,54,3,0.11988,1.50012, 
ID_792,25,未完成高中,3,5,31,8.1,0.881361,1.629639, 
ID_793,45,未完成高中,14,26,46,5.1,1.262148,1.083852, 
ID_794,23,未完成高中,6,2,15,12.7,1.37541,0.52959, 
ID_795,43,未完成高中,24,22,254,7.7,7.001764,12.556236, 
ID_796,38,高中,12,14,40,5.1,0.8976,1.1424, 
ID_797,24,未完成高中,1,4,16,7.2,0.877824,0.274176, 
ID_798,29,高中,2,4,16,10.5,0.43344,1.24656, 
ID_799,40,未完成高中,23,16,81,10.9,0.997677,7.831323, 
ID_800,47,未完成高中,3,1,21,15.4,0.067914,3.166086, 
ID_801,24,未完成高中,1,5,16,9.2,0.185472,1.286528, 
ID_802,35,高中,0,6,35,12.4,2.38266,1.95734, 
ID_803,38,未完成高中,1,9,42,9.1,0.890526,2.931474, 
ID_804,48,未完成高中,10,0,70,28.2,10.67934,9.06066, 
ID_805,35,高中,12,12,64,15,1.4496,8.1504, 
ID_806,27,未完成高中,11,1,21,11.4,0.914508,1.479492, 
ID_807,47,大专,16,7,266,2,2.19184,3.12816, 
ID_808,31,未完成高中,3,5,16,32.3,3.064624,2.103376, 
ID_809,30,未完成高中,12,4,40,7,1.2488,1.5512, 
ID_810,29,高中,10,3,61,6.2,0.798002,2.983998, 
ID_811,26,大学,1,6,64,23.3,7.75424,7.15776, 
ID_812,38,未完成高中,21,17,65,16.8,2.53344,8.38656, 
ID_813,45,未完成高中,7,17,29,6.1,0.739442,1.029558, 
ID_814,29,未完成高中,3,10,23,9.3,1.103724,1.035276, 
ID_815,52,未完成高中,17,4,73,8.7,1.054266,5.296734, 
ID_816,24,未完成高中,1,0,20,4.1,0.32472,0.49528, 
ID_817,33,高中,8,13,27,9.8,1.645812,1.000188, 
ID_818,38,高中,0,18,21,4.6,0.612444,0.353556, 
ID_819,26,未完成高中,0,2,15,5.4,0.38556,0.42444, 
ID_820,26,未完成高中,2,5,22,6.4,0.236544,1.171456, 
ID_821,35,未完成高中,16,0,37,17.2,4.212968,2.151032, 
ID_822,43,未完成高中,9,8,66,8.8,2.340624,3.467376, 
ID_823,45,大专,8,1,140,13.9,4.1839,15.2761, 
ID_824,24,未完成高中,5,1,46,3.8,0.529644,1.218356, 
ID_825,44,大专,7,16,78,10.5,3.15315,5.03685, 
ID_826,29,高中,0,7,23,8,1.242,0.598, 
ID_827,22,高中,0,0,14,17.1,0.241794,2.152206, 
ID_828,38,未完成高中,16,8,37,8.6,0.082732,3.099268, 
ID_829,46,未完成高中,6,19,30,17.6,1.41504,3.86496, 
ID_830,46,大学,7,16,73,1.1,0.555676,0.247324, 
ID_831,32,未完成高中,13,11,25,7.5,0.59625,1.27875, 
ID_832,39,大专,16,10,126,6.8,1.405152,7.162848, 
ID_833,40,高中,15,19,138,4.1,1.222128,4.435872, 
ID_834,47,未完成高中,16,19,110,12.6,5.8212,8.0388, 
ID_835,28,未完成高中,10,1,42,8.6,1.04748,2.56452, 
